001504469	7.522340e+009
001504470	7.522345e+009
001504471	7.522350e+009
001504472	7.522355e+009
001504473	7.522360e+009
001504474	7.522365e+009
001504475	7.522370e+009
001504476	7.522375e+009
001504477	7.522380e+009
001504478	7.522385e+009
001504479	7.522390e+009
001504480	7.522395e+009
001504481	7.522400e+009
001504482	7.522405e+009
001504483	7.522410e+009
001504484	7.522415e+009
001504485	7.522420e+009
001504486	7.522425e+009
001504487	7.522430e+009
001504488	7.522435e+009
001504489	7.522440e+009
001504490	7.522445e+009
001504491	7.522450e+009
001504492	7.522455e+009
001504493	7.522460e+009
001504494	7.522465e+009
001504495	7.522470e+009
001504496	7.522475e+009
001504497	7.522480e+009
001504498	7.522485e+009
001504499	7.522490e+009
001504500	7.522495e+009
001504501	7.522500e+009
001504502	7.522505e+009
001504503	7.522510e+009
001504504	7.522515e+009
001504505	7.522520e+009
001504506	7.522525e+009
001504507	7.522530e+009
001504508	7.522535e+009
001504509	7.522540e+009
001504510	7.522545e+009
001504511	7.522550e+009
001504512	7.522555e+009
001504513	7.522560e+009
001504514	7.522565e+009
001504515	7.522570e+009
001504516	7.522575e+009
001504517	7.522580e+009
001504518	7.522585e+009
001504519	7.522590e+009
001504520	7.522595e+009
001504521	7.522600e+009
001504522	7.522605e+009
001504523	7.522610e+009
001504524	7.522615e+009
001504525	7.522620e+009
001504526	7.522625e+009
001504527	7.522630e+009
001504528	7.522635e+009
001504529	7.522640e+009
001504530	7.522645e+009
001504531	7.522650e+009
001504532	7.522655e+009
001504533	7.522660e+009
001504534	7.522665e+009
001504535	7.522670e+009
001504536	7.522675e+009
001504537	7.522680e+009
001504538	7.522685e+009
001504539	7.522690e+009
001504540	7.522695e+009
001504541	7.522700e+009
001504542	7.522705e+009
001504543	7.522710e+009
001504544	7.522715e+009
001504545	7.522720e+009
001504546	7.522725e+009
001504547	7.522730e+009
001504548	7.522735e+009
001504549	7.522740e+009
001504550	7.522745e+009
001504551	7.522750e+009
001504552	7.522755e+009
001504553	7.522760e+009
001504554	7.522765e+009
001504555	7.522770e+009
001504556	7.522775e+009
001504557	7.522780e+009
001504558	7.522785e+009
001504559	7.522790e+009
001504560	7.522795e+009
001504561	7.522800e+009
001504562	7.522805e+009
001504563	7.522810e+009
001504564	7.522815e+009
001504565	7.522820e+009
001504566	7.522825e+009
001504567	7.522830e+009
001504568	7.522835e+009
001504569	7.522840e+009
001504570	7.522845e+009
001504571	7.522850e+009
001504572	7.522855e+009
001504573	7.522860e+009
001504574	7.522865e+009
001504575	7.522870e+009
001504576	7.522875e+009
001504577	7.522880e+009
001504578	7.522885e+009
001504579	7.522890e+009
001504580	7.522895e+009
001504581	7.522900e+009
001504582	7.522905e+009
001504583	7.522910e+009
001504584	7.522915e+009
001504585	7.522920e+009
001504586	7.522925e+009
001504587	7.522930e+009
001504588	7.522935e+009
001504589	7.522940e+009
001504590	7.522945e+009
001504591	7.522950e+009
001504592	7.522955e+009
001504593	7.522960e+009
001504594	7.522965e+009
001504595	7.522970e+009
001504596	7.522975e+009
001504597	7.522980e+009
001504598	7.522985e+009
001504599	7.522990e+009
001504600	7.522995e+009
001504601	7.523000e+009
001504602	7.523005e+009
001504603	7.523010e+009
001504604	7.523015e+009
001504605	7.523020e+009
001504606	7.523025e+009
001504607	7.523030e+009
001504608	7.523035e+009
001504609	7.523040e+009
001504610	7.523045e+009
001504611	7.523050e+009
001504612	7.523055e+009
001504613	7.523060e+009
001504614	7.523065e+009
001504615	7.523070e+009
001504616	7.523075e+009
001504617	7.523080e+009
001504618	7.523085e+009
001504619	7.523090e+009
001504620	7.523095e+009
001504621	7.523100e+009
001504622	7.523105e+009
001504623	7.523110e+009
001504624	7.523115e+009
001504625	7.523120e+009
001504626	7.523125e+009
001504627	7.523130e+009
001504628	7.523135e+009
001504629	7.523140e+009
001504630	7.523145e+009
001504631	7.523150e+009
001504632	7.523155e+009
001504633	7.523160e+009
001504634	7.523165e+009
001504635	7.523170e+009
001504636	7.523175e+009
001504637	7.523180e+009
001504638	7.523185e+009
001504639	7.523190e+009
001504640	7.523195e+009
001504641	7.523200e+009
001504642	7.523205e+009
001504643	7.523210e+009
001504644	7.523215e+009
001504645	7.523220e+009
001504646	7.523225e+009
001504647	7.523230e+009
001504648	7.523235e+009
001504649	7.523240e+009
001504650	7.523245e+009
001504651	7.523250e+009
001504652	7.523255e+009
001504653	7.523260e+009
001504654	7.523265e+009
001504655	7.523270e+009
001504656	7.523275e+009
001504657	7.523280e+009
001504658	7.523285e+009
001504659	7.523290e+009
001504660	7.523295e+009
001504661	7.523300e+009
001504662	7.523305e+009
001504663	7.523310e+009
001504664	7.523315e+009
001504665	7.523320e+009
001504666	7.523325e+009
001504667	7.523330e+009
001504668	7.523335e+009
001504669	7.523340e+009
001504670	7.523345e+009
001504671	7.523350e+009
001504672	7.523355e+009
001504673	7.523360e+009
001504674	7.523365e+009
001504675	7.523370e+009
001504676	7.523375e+009
001504677	7.523380e+009
001504678	7.523385e+009
001504679	7.523390e+009
001504680	7.523395e+009
001504681	7.523400e+009
001504682	7.523405e+009
001504683	7.523410e+009
001504684	7.523415e+009
001504685	7.523420e+009
001504686	7.523425e+009
001504687	7.523430e+009
001504688	7.523435e+009
001504689	7.523440e+009
001504690	7.523445e+009
001504691	7.523450e+009
001504692	7.523455e+009
001504693	7.523460e+009
001504694	7.523465e+009
001504695	7.523470e+009
001504696	7.523475e+009
001504697	7.523480e+009
001504698	7.523485e+009
001504699	7.523490e+009
001504700	7.523495e+009
001504701	7.523500e+009
001504702	7.523505e+009
001504703	7.523510e+009
001504704	7.523515e+009
001504705	7.523520e+009
001504706	7.523525e+009
001504707	7.523530e+009
001504708	7.523535e+009
001504709	7.523540e+009
001504710	7.523545e+009
001504711	7.523550e+009
001504712	7.523555e+009
001504713	7.523560e+009
001504714	7.523565e+009
001504715	7.523570e+009
001504716	7.523575e+009
001504717	7.523580e+009
001504718	7.523585e+009
001504719	7.523590e+009
001504720	7.523595e+009
001504721	7.523600e+009
001504722	7.523605e+009
001504723	7.523610e+009
001504724	7.523615e+009
001504725	7.523620e+009
001504726	7.523625e+009
001504727	7.523630e+009
001504728	7.523635e+009
001504729	7.523640e+009
001504730	7.523645e+009
001504731	7.523650e+009
001504732	7.523655e+009
001504733	7.523660e+009
001504734	7.523665e+009
001504735	7.523670e+009
001504736	7.523675e+009
001504737	7.523680e+009
001504738	7.523685e+009
001504739	7.523690e+009
001504740	7.523695e+009
001504741	7.523700e+009
001504742	7.523705e+009
001504743	7.523710e+009
001504744	7.523715e+009
001504745	7.523720e+009
001504746	7.523725e+009
001504747	7.523730e+009
001504748	7.523735e+009
001504749	7.523740e+009
001504750	7.523745e+009
001504751	7.523750e+009
001504752	7.523755e+009
001504753	7.523760e+009
001504754	7.523765e+009
001504755	7.523770e+009
001504756	7.523775e+009
001504757	7.523780e+009
001504758	7.523785e+009
001504759	7.523790e+009
001504760	7.523795e+009
001504761	7.523800e+009
001504762	7.523805e+009
001504763	7.523810e+009
001504764	7.523815e+009
001504765	7.523820e+009
001504766	7.523825e+009
001504767	7.523830e+009
001504768	7.523835e+009
001504769	7.523840e+009
001504770	7.523845e+009
001504771	7.523850e+009
001504772	7.523855e+009
001504773	7.523860e+009
001504774	7.523865e+009
001504775	7.523870e+009
001504776	7.523875e+009
001504777	7.523880e+009
001504778	7.523885e+009
001504779	7.523890e+009
001504780	7.523895e+009
001504781	7.523900e+009
001504782	7.523905e+009
001504783	7.523910e+009
001504784	7.523915e+009
001504785	7.523920e+009
001504786	7.523925e+009
001504787	7.523930e+009
001504788	7.523935e+009
001504789	7.523940e+009
001504790	7.523945e+009
001504791	7.523950e+009
001504792	7.523955e+009
001504793	7.523960e+009
001504794	7.523965e+009
001504795	7.523970e+009
001504796	7.523975e+009
001504797	7.523980e+009
001504798	7.523985e+009
001504799	7.523990e+009
001504800	7.523995e+009
001504801	7.524000e+009
001504802	7.524005e+009
001504803	7.524010e+009
001504804	7.524015e+009
001504805	7.524020e+009
001504806	7.524025e+009
001504807	7.524030e+009
001504808	7.524035e+009
001504809	7.524040e+009
001504810	7.524045e+009
001504811	7.524050e+009
001504812	7.524055e+009
001504813	7.524060e+009
001504814	7.524065e+009
001504815	7.524070e+009
001504816	7.524075e+009
001504817	7.524080e+009
001504818	7.524085e+009
001504819	7.524090e+009
001504820	7.524095e+009
001504821	7.524100e+009
001504822	7.524105e+009
001504823	7.524110e+009
001504824	7.524115e+009
001504825	7.524120e+009
001504826	7.524125e+009
001504827	7.524130e+009
001504828	7.524135e+009
001504829	7.524140e+009
001504830	7.524145e+009
001504831	7.524150e+009
001504832	7.524155e+009
001504833	7.524160e+009
001504834	7.524165e+009
001504835	7.524170e+009
001504836	7.524175e+009
001504837	7.524180e+009
001504838	7.524185e+009
001504839	7.524190e+009
001504840	7.524195e+009
001504841	7.524200e+009
001504842	7.524205e+009
001504843	7.524210e+009
001504844	7.524215e+009
001504845	7.524220e+009
001504846	7.524225e+009
001504847	7.524230e+009
001504848	7.524235e+009
001504849	7.524240e+009
001504850	7.524245e+009
001504851	7.524250e+009
001504852	7.524255e+009
001504853	7.524260e+009
001504854	7.524265e+009
001504855	7.524270e+009
001504856	7.524275e+009
001504857	7.524280e+009
001504858	7.524285e+009
001504859	7.524290e+009
001504860	7.524295e+009
001504861	7.524300e+009
001504862	7.524305e+009
001504863	7.524310e+009
001504864	7.524315e+009
001504865	7.524320e+009
001504866	7.524325e+009
001504867	7.524330e+009
001504868	7.524335e+009
001504869	7.524340e+009
001504870	7.524345e+009
001504871	7.524350e+009
001504872	7.524355e+009
001504873	7.524360e+009
001504874	7.524365e+009
001504875	7.524370e+009
001504876	7.524375e+009
001504877	7.524380e+009
001504878	7.524385e+009
001504879	7.524390e+009
001504880	7.524395e+009
001504881	7.524400e+009
001504882	7.524405e+009
001504883	7.524410e+009
001504884	7.524415e+009
001504885	7.524420e+009
001504886	7.524425e+009
001504887	7.524430e+009
001504888	7.524435e+009
001504889	7.524440e+009
001504890	7.524445e+009
001504891	7.524450e+009
001504892	7.524455e+009
001504893	7.524460e+009
001504894	7.524465e+009
001504895	7.524470e+009
001504896	7.524475e+009
001504897	7.524480e+009
001504898	7.524485e+009
001504899	7.524490e+009
001504900	7.524495e+009
001504901	7.524500e+009
001504902	7.524505e+009
001504903	7.524510e+009
001504904	7.524515e+009
001504905	7.524520e+009
001504906	7.524525e+009
001504907	7.524530e+009
001504908	7.524535e+009
001504909	7.524540e+009
001504910	7.524545e+009
001504911	7.524550e+009
001504912	7.524555e+009
001504913	7.524560e+009
001504914	7.524565e+009
001504915	7.524570e+009
001504916	7.524575e+009
001504917	7.524580e+009
001504918	7.524585e+009
001504919	7.524590e+009
001504920	7.524595e+009
001504921	7.524600e+009
001504922	7.524605e+009
001504923	7.524610e+009
001504924	7.524615e+009
001504925	7.524620e+009
001504926	7.524625e+009
001504927	7.524630e+009
001504928	7.524635e+009
001504929	7.524640e+009
001504930	7.524645e+009
001504931	7.524650e+009
001504932	7.524655e+009
001504933	7.524660e+009
001504934	7.524665e+009
001504935	7.524670e+009
001504936	7.524675e+009
001504937	7.524680e+009
001504938	7.524685e+009
001504939	7.524690e+009
001504940	7.524695e+009
001504941	7.524700e+009
001504942	7.524705e+009
001504943	7.524710e+009
001504944	7.524715e+009
001504945	7.524720e+009
001504946	7.524725e+009
001504947	7.524730e+009
001504948	7.524735e+009
001504949	7.524740e+009
001504950	7.524745e+009
001504951	7.524750e+009
001504952	7.524755e+009
001504953	7.524760e+009
001504954	7.524765e+009
001504955	7.524770e+009
001504956	7.524775e+009
001504957	7.524780e+009
001504958	7.524785e+009
001504959	7.524790e+009
001504960	7.524795e+009
001504961	7.524800e+009
001504962	7.524805e+009
001504963	7.524810e+009
001504964	7.524815e+009
001504965	7.524820e+009
001504966	7.524825e+009
001504967	7.524830e+009
001504968	7.524835e+009
001504969	7.524840e+009
001504970	7.524845e+009
001504971	7.524850e+009
001504972	7.524855e+009
001504973	7.524860e+009
001504974	7.524865e+009
001504975	7.524870e+009
001504976	7.524875e+009
001504977	7.524880e+009
001504978	7.524885e+009
001504979	7.524890e+009
001504980	7.524895e+009
001504981	7.524900e+009
001504982	7.524905e+009
001504983	7.524910e+009
001504984	7.524915e+009
001504985	7.524920e+009
001504986	7.524925e+009
001504987	7.524930e+009
001504988	7.524935e+009
001504989	7.524940e+009
